# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun May 17 13:39:03 2026
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%Transit%'
# CONSTRAINT:  and disc_year = 2026
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-1291 b,TOI-1291,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,7.16200975510,,5.63826391,0.50301308,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6139.95,1.810900,,,,4.095900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h23m16.32s,245.8180089,+62d55m30.44s,62.9251213,428.12300000,11.5160000,10.0830000,11.2440000,2026-04-23,2026-03,2026-04-23
TOI-1466 b,TOI-1466,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,1.87190602231,,2.46741991,0.22012884,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4435.39,0.749646,,,,4.601400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h29m35.17s,307.3965319,+61d33m02.61s,61.5507253,86.57830000,12.1890000,9.1960000,11.7965000,2026-04-23,2026-03,2026-04-23
TOI-159 b,TOI-159,1,2,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260504149M/abstract target=ref>Mantovan et al. 2026</a>,3.76283960000,0.0560000000,18.18000000,1.62200000,1110.00000000,3.49000000,Mass,0.240000,,1891.00,0,<a refstr=MANTOVAN_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260504149M/abstract target=ref>Mantovan et al. 2026</a>,F0 V,7287.00,1.620000,1.661000,0.3000,[Fe/H],4.230000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m07.74s,51.7822676,-78d32m59.39s,-78.5498308,347.59300000,11.0210000,9.7580000,10.8504000,2026-05-14,2026-05,2026-05-14
TOI-1718 b,TOI-1718,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.58703768615,,4.10824994,0.36651414,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5304.91,0.939285,,,,4.460600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h28m04.33s,112.0180254,+30d19m18.24s,30.3217322,52.30440000,8.9600000,7.1360000,8.7547600,2026-04-23,2026-03,2026-04-23
TOI-1722 b,TOI-1722,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,9.60523206943,,4.38298108,0.39102405,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5999.55,1.094140,,,,4.326500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h37m22.85s,114.3452126,+61d09m14.13s,61.1539249,136.41900000,10.0250000,8.6690000,9.9099400,2026-04-23,2026-03,2026-04-23
TOI-1732 b,TOI-1732,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.11923678339,,2.49549787,0.22263379,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4201.93,0.632571,,,,4.653700,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h27m12.35s,111.8014509,+53d02m42.97s,53.0452684,74.75990000,12.8890000,9.2550000,12.2811000,2026-04-23,2026-03,2026-04-23
TOI-1750 b,TOI-1750,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,11.33727129656,,2.78943837,0.24885745,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4683.75,0.768675,,,,4.535800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m12.47s,240.3019781,+68d56m14.28s,68.9373001,162.46000000,12.6450000,10.1880000,12.3303000,2026-04-23,2026-03,2026-04-23
TOI-1752 b,TOI-1752,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PELAEZ_TORRES_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415816P/abstract target=ref>Pel&aacute;ez-Torres et al. 2026</a>,0.93518610000,0.0162400000,1.69300000,0.15103960,,,,,,1036.00,0,<a refstr=PELAEZ_TORRES_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415816P/abstract target=ref>Pel&aacute;ez-Torres et al. 2026</a>,M1.0&plusmn0.5 V,3762.00,0.530000,0.524000,-0.1100,[Fe/H],4.710000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h53m50.76s,253.4614861,+60d42m34.63s,60.7096197,103.02100000,14.6200000,10.5450000,13.8174000,2026-05-07,2026-04,2026-05-07
TOI-1752 c,TOI-1752,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PELAEZ_TORRES_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415816P/abstract target=ref>Pel&aacute;ez-Torres et al. 2026</a>,32.71443000000,0.1614000000,2.29000000,0.20430047,,,,,,291.00,0,<a refstr=PELAEZ_TORRES_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026arXiv260415816P/abstract target=ref>Pel&aacute;ez-Torres et al. 2026</a>,M1.0&plusmn0.5 V,3762.00,0.530000,0.524000,-0.1100,[Fe/H],4.710000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h53m50.76s,253.4614861,+60d42m34.63s,60.7096197,103.02100000,14.6200000,10.5450000,13.8174000,2026-05-07,2026-04,2026-05-07
TOI-1756 b,TOI-1756,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.78301736297,,1.94225664,0.17327683,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,3891.86,0.562607,,,,4.635500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h25m18.91s,306.3287741,+77d38m11.08s,77.6364119,86.71590000,13.8800000,9.9630000,13.1096000,2026-04-23,2026-03,2026-04-23
TOI-1814 b,TOI-1814,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,6.36861010462,,5.18536642,0.46260820,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4872.84,2.389500,,,,3.671200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h47m16.05s,236.8168817,+77d13m57.51s,77.2326429,362.52200000,11.1820000,9.4460000,11.4141000,2026-04-23,2026-03,2026-04-23
TOI-1839 b,TOI-1839,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,1.42378440907,,2.21895097,0.19796189,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5315.91,0.848099,,,,4.512600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h07m19.95s,196.8331106,+05d51m07.36s,5.8520458,116.08600000,10.9000000,9.0380000,10.7274000,2026-04-23,2026-03,2026-04-23
TOI-1839 c,TOI-1839,1,1,2,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.02393854207,,2.40867246,0.21488773,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5315.91,0.848099,,,,4.512600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h07m19.95s,196.8331106,+05d51m07.36s,5.8520458,116.08600000,10.9000000,9.0380000,10.7274000,2026-04-23,2026-03,2026-04-23
TOI-1873 b,TOI-1873,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,7.00572708834,,2.86356397,0.25547051,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5597.99,0.971675,,,,4.476200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h10m16.43s,212.5684755,+84d22m18.69s,84.3718582,182.01400000,11.2150000,9.6930000,11.2141000,2026-04-23,2026-03,2026-04-23
TOI-201 d,TOI-201,1,1,3,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MIRELES_ET_AL_2026 href=https://www.science.org/doi/10.1126/sciadv.aef2618 target=ref>Mireles et. al 2026</a>,5.84889000000,0.0698000000,1.39000000,0.12400771,5.80000000,0.01824884,Mass,0.300000,,,0,<a refstr=MIRELES_ET_AL_2026 href=https://www.science.org/doi/10.1126/sciadv.aef2618 target=ref>Mireles et. al 2026</a>,F,6423.00,1.310000,1.320000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h49m36.43s,87.4017825,-54d54m37.52s,-54.9104230,113.82500000,9.0700000,7.8460000,8.9400400,2026-05-07,2026-04,2026-05-07
TOI-205 b,TOI-205,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.25300773815,,2.50121142,0.22314352,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,6302.74,1.453820,,,,4.233500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h31m54.11s,7.9754636,-56d57m54.29s,-56.9650808,177.75900000,9.9210000,8.7410000,9.7937100,2026-04-23,2026-03,2026-04-23
TOI-2071 b,TOI-2071,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.67395386982,,2.56484195,0.22882027,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5755.41,1.002860,,,,4.373100,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h06m24.28s,256.6011813,+57d39m39.72s,57.6610327,231.31100000,11.5410000,10.0990000,11.4613000,2026-04-23,2026-03,2026-04-23
TOI-209 b,TOI-209,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.37943587445,,2.39472090,0.21364306,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4806.66,0.742779,,,,4.542200,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m34.60s,19.3941777,-66d54m11.04s,-66.9030660,113.38700000,11.6710000,9.4230000,11.4443000,2026-04-23,2026-03,2026-04-23
TOI-2092 b,TOI-2092,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.30325528074,,2.94892961,0.26308633,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5842.06,1.051900,,,,4.495000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h10m11.40s,212.5474866,+45d33m49.93s,45.5638685,176.75900000,11.2950000,9.5810000,11.0974000,2026-04-23,2026-03,2026-04-23
TOI-2094 b,TOI-2094,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JIANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag367J/abstract target=ref>Jiang et al. 2026</a>,18.79319300000,0.1360000000,1.90000000,0.16950694,,,,,0.9800,276.00,0,<a refstr=JIANG_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag367J/abstract target=ref>Jiang et al. 2026</a>,M3 V,3435.00,0.384000,0.425000,-0.0600,[Fe/H],4.890000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h56m34.21s,254.1425333,+70d01m38.34s,70.0273157,50.02480000,14.4090000,9.9700000,13.4537000,2026-03-12,2026-04,2026-03-12
TOI-2104 b,TOI-2104,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.90437045700,,1.52898127,0.13640681,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4856.13,0.723757,,,,4.571800,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m26.93s,151.6122146,+83d05m16.22s,83.0878397,76.74180000,10.8380000,8.6520000,10.6423000,2026-04-23,2026-03,2026-04-23
TOI-2133 b,TOI-2133,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,3.82664720000,0.0410000000,2.37000000,0.21143760,,,,,,798.00,0,<a refstr=MORELLO_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..176M/abstract target=ref>Morello et al. 2026</a>,,4250.00,0.620000,0.644000,-0.0100,[Fe/H],4.600000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h24m58.52s,261.2438308,+32d47m54.23s,32.7983974,75.19730000,12.0080000,9.0030000,11.6322000,2026-02-26,2026-01,2026-02-26
TOI-2200 b,TOI-2200,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.93602836512,,6.96310517,0.62120770,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5036.17,0.826247,,,,4.582900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h35m08.04s,98.7835071,-72d27m24.40s,-72.4567778,251.24500000,13.0850000,10.9580000,12.9042000,2026-04-23,2026-03,2026-04-23
TOI-2227 b,TOI-2227,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.22175815648,,3.09885187,0.27646152,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5889.54,1.208470,,,,4.342600,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m04.26s,337.5177563,-67d51m00.53s,-67.8501459,165.44100000,10.5150000,9.1740000,10.4142000,2026-04-23,2026-03,2026-04-23
TOI-2431 b,TOI-2431,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TAS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.238T/abstract target=ref>Ta&#x219; et al. 2026</a>,0.22419578000,0.0063000000,1.53400000,0.13685455,6.20000000,0.01950738,Mass,0.000000,,2063.00,0,<a refstr=TAS_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...707A.238T/abstract target=ref>Ta&#x219; et al. 2026</a>,K7 V,4109.00,0.651000,0.661000,-0.0200,[Fe/H],4.680000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h31m03.67s,37.7652989,+08d22m53.85s,8.3816255,36.05590000,10.9000000,7.5540000,10.3234000,2026-04-09,2026-03,2026-04-09
TOI-2453 b,TOI-2453,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.44143463188,,3.24380341,0.28939325,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,3720.23,0.502498,,,,4.679900,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h59m21.00s,74.8374845,+12d56m10.87s,12.9363528,81.90430000,14.4150000,10.1950000,13.5103000,2026-04-23,2026-03,2026-04-23
TOI-2518 b,TOI-2518,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,6.89797425216,,2.26838675,0.20237226,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5751.20,0.993374,,,,4.377400,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h01m46.76s,105.4448495,-34d55m10.87s,-34.9196867,160.82500000,10.9540000,9.2910000,10.6499000,2026-04-23,2026-03,2026-04-23
TOI-2654 b,TOI-2654,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,2.96760425926,,7.94454164,0.70876575,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,4594.08,0.756095,,,,4.637500,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m55.57s,52.9815377,-47d59m40.89s,-47.9946912,248.96400000,14.1310000,11.3300000,13.7947000,2026-04-23,2026-03,2026-04-23
TOI-375 b,TOI-375,1,1,3,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=REINARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...706A..20R/abstract target=ref>Reinarz et al. 2026</a>,9.45469000000,0.0990000000,10.77183045,0.96100000,236.78216321,0.74500000,Mass,0.087000,593.3000,1373.00,0,<a refstr=REINARZ_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...706A..20R/abstract target=ref>Reinarz et al. 2026</a>,,5259.90,2.900000,1.441000,0.0840,[Fe/H],3.672000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h08m35.98s,47.1499034,-77d22m59.98s,-77.3833275,396.21300000,11.5160000,9.0840000,11.0473000,2026-02-26,2026-01,2026-02-26
